years_experience,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,job_posting_month,job_posting_year,hiring_urgency,job_openings,total_skills,job_title_business analyst,job_title_data analyst,job_title_data engineer,job_title_data scientist,job_title_machine learning engineer,company_size_medium,company_size_small,company_industry_education,company_industry_finance,company_industry_healthcare,company_industry_retail,company_industry_technology,country_canada,country_germany,country_india,country_singapore,country_uk,country_usa,remote_type_onsite,remote_type_remote,education_level_master,education_level_phd,salary
5,1,1,1,0,1,3,2026,1,6,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95827
12,1,1,1,0,1,10,2020,3,9,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,98102
9,1,0,1,1,1,11,2023,3,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,138432
3,0,1,0,1,1,7,2022,1,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100736
8,0,0,0,1,1,9,2026,3,7,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73614
2,1,1,1,1,0,2,2022,3,5,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,125575
7,1,1,1,1,1,9,2026,3,4,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94170
6,0,1,0,0,0,11,2021,3,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,54615
13,0,0,1,0,1,9,2022,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,97526
3,0,1,1,0,1,4,2023,1,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,96146
13,0,1,1,0,0,8,2024,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,116856
3,1,0,0,1,0,12,2025,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,114486
7,0,1,1,1,0,3,2024,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,145208
4,0,1,0,0,0,7,2024,3,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,117133
14,0,0,1,0,1,8,2021,2,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,132823
5,0,0,0,1,1,10,2024,1,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,98876
1,0,1,1,1,1,1,2020,3,8,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,110020
8,0,0,0,0,1,11,2025,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,97452
9,0,1,0,0,1,2,2021,2,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,101595
12,1,0,0,0,1,5,2023,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,108578
13,0,1,0,1,1,4,2026,3,9,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,103523
5,0,0,0,0,0,12,2025,3,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,96517
10,0,1,1,1,1,6,2023,3,3,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,117487
5,0,0,1,0,0,12,2022,3,8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,103229
8,0,1,1,1,0,3,2021,3,4,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,105770
4,0,0,1,0,0,12,2020,3,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,130422
1,1,1,0,0,0,5,2020,3,7,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,114101
7,1,0,1,0,0,4,2024,1,6,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,85247
11,1,1,1,1,1,7,2026,3,7,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,92311
10,1,1,1,1,1,12,2020,3,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132482
7,1,1,1,1,0,10,2020,3,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,122925
12,0,0,1,1,1,4,2024,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,177907
13,1,0,0,1,1,8,2023,2,6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,168873
7,0,0,0,0,0,8,2021,3,9,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,70522
0,1,1,0,1,1,11,2020,3,7,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141714
4,0,1,0,1,0,4,2024,1,6,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,111554
13,1,1,1,0,0,8,2021,3,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,67138
5,0,0,0,1,1,11,2024,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,124059
5,1,1,1,0,0,6,2026,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,109043
8,0,0,1,0,1,5,2021,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,158076
1,1,0,1,1,1,9,2026,3,5,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,114484
4,0,1,1,0,1,1,2020,1,5,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,115847
10,0,0,0,0,1,11,2026,3,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,61060
3,0,1,0,1,1,5,2021,3,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,162700
7,1,0,1,1,0,10,2026,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,136915
12,1,1,0,0,0,11,2022,2,5,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,78430
9,1,1,0,0,1,7,2023,2,6,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108275
7,1,0,1,0,1,11,2024,1,2,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,125513
14,0,1,1,1,0,3,2023,3,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,84452
7,1,1,1,1,0,2,2026,3,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,80409
11,1,0,0,0,0,1,2022,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,160709
11,1,0,1,0,1,5,2021,2,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,128500
5,1,1,0,1,0,9,2021,3,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,106578
12,1,0,1,1,1,2,2021,3,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,163092
8,0,0,0,0,1,1,2022,2,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,153059
12,0,1,1,1,0,2,2026,3,3,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,168779
6,0,1,0,1,1,2,2024,1,2,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,75568
9,1,1,0,0,0,2,2026,3,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,143766
13,1,0,0,0,1,5,2026,3,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,82037
12,1,1,1,0,1,12,2021,2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,139166
10,0,0,1,1,0,7,2025,3,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,80025
5,1,1,0,0,1,9,2025,3,8,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,121507
6,1,0,1,1,1,5,2026,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,158154
3,1,1,1,0,1,2,2023,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,144173
11,1,1,0,0,0,3,2024,2,6,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,70874
3,1,1,0,1,1,1,2023,1,4,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,121388
7,0,1,1,0,1,1,2025,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,71876
5,1,1,0,1,0,3,2021,3,8,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,125016
8,1,1,0,0,1,4,2024,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,122707
13,0,0,1,1,1,3,2026,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,135865
8,0,0,0,1,1,3,2020,2,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,163454
1,0,0,0,1,1,10,2026,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,96139
8,0,0,0,0,1,11,2020,2,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130916
3,0,0,1,1,1,5,2021,3,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,131061
13,1,1,1,0,0,9,2021,3,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,83457
14,1,1,0,0,1,9,2023,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,128406
10,1,0,1,1,1,1,2025,3,5,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,182667
3,0,0,1,0,1,10,2025,1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97878
6,0,0,0,1,0,5,2026,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,63014
8,0,1,1,0,0,6,2020,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,112168
4,1,0,0,0,1,6,2024,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,130435
0,0,0,1,1,1,7,2025,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,172711
3,0,0,0,1,0,3,2026,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,154899
11,1,1,1,1,1,5,2023,3,2,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,115852
6,0,0,1,0,1,8,2020,1,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,122607
4,0,1,0,1,1,2,2026,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,90185
4,0,0,1,1,1,10,2024,3,5,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,87697
3,0,0,1,0,1,8,2021,1,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,129929
0,1,1,0,0,1,12,2021,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,126514
5,0,0,0,1,0,4,2020,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89390
4,1,1,1,1,0,12,2020,3,8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,153429
6,1,0,0,0,0,4,2025,1,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,116040
9,1,0,1,0,1,9,2020,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,70369
4,1,1,1,0,1,1,2024,3,9,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,75477
6,0,1,1,1,1,6,2020,3,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,152899
12,0,1,1,1,0,11,2026,3,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,79105
5,1,0,0,1,1,11,2022,1,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,137620
2,0,1,0,0,1,3,2026,3,7,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,113880
12,0,1,1,1,0,9,2020,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,127115
12,1,0,0,1,1,9,2024,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,79553
12,1,0,1,1,0,3,2024,3,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,147089
13,0,0,1,0,1,3,2021,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,115277
4,0,1,0,1,0,11,2021,3,7,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150485
11,1,1,1,1,0,3,2022,3,9,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,119524
7,0,0,1,1,1,2,2026,3,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,136189
1,0,1,0,0,0,10,2022,3,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76315
4,1,0,1,0,0,11,2021,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,118926
12,1,0,0,1,0,11,2025,3,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,67198
6,1,0,0,0,1,11,2026,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,111030
13,1,0,1,1,1,4,2021,3,7,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,180746
7,0,1,1,1,0,10,2026,3,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,167366
1,0,0,1,0,0,3,2022,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,170521
11,1,1,1,0,1,12,2020,2,5,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,70407
4,0,0,0,0,1,11,2024,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149756
7,1,0,1,1,0,1,2024,3,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,98821
9,0,0,1,0,1,2,2022,3,7,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,162127
2,1,1,0,1,0,4,2023,3,9,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,110415
5,1,0,0,0,1,1,2026,3,7,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,82393
6,1,1,0,1,1,8,2024,1,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,123904
8,0,1,1,0,1,1,2022,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,162410
11,0,0,1,0,1,5,2026,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,76978
6,1,0,1,1,0,7,2025,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,143114
4,0,1,1,0,1,2,2022,3,9,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,147408
7,1,0,0,1,1,3,2026,1,4,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,162662
2,0,0,1,0,0,4,2022,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,156726
4,1,1,1,1,0,12,2020,3,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,78948
13,1,0,0,0,0,5,2023,3,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,73134
10,1,1,1,0,0,5,2022,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,157557
4,0,0,0,1,0,1,2023,3,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,62794
1,0,0,1,1,0,9,2026,3,7,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,130888
13,0,1,1,1,0,6,2025,3,5,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,119289
6,1,1,1,0,1,9,2026,1,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,112305
8,0,1,1,0,0,4,2021,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,88433
0,0,1,1,1,0,4,2020,3,8,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,100717
5,1,0,1,1,1,7,2021,3,8,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,176081
0,0,0,1,1,0,2,2023,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,185843
14,0,0,1,0,1,5,2021,2,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,104151
7,0,1,1,1,0,1,2026,3,9,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,81813
12,1,1,1,0,1,11,2021,3,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,113307
0,1,1,0,1,0,10,2026,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,149433
10,0,0,0,0,0,4,2023,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,144333
4,1,1,1,0,1,12,2026,3,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,139865
10,0,1,1,1,1,11,2024,3,8,4,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,93785
1,0,0,1,0,1,6,2023,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,116314
7,0,1,1,0,0,9,2026,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,133519
8,1,1,1,0,1,2,2020,3,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,96744
11,0,1,1,0,0,8,2020,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,119141
5,1,0,1,0,1,9,2026,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,166312
9,1,0,0,0,0,11,2020,2,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,108683
14,0,1,1,1,1,8,2025,3,8,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118576
13,1,1,0,0,0,8,2023,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,67576
2,1,1,1,1,1,5,2021,3,7,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,200825
13,1,1,0,0,1,3,2021,3,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,57292
3,1,1,1,0,0,8,2023,1,5,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,103466
6,1,1,1,1,1,8,2021,3,6,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,111531
3,1,1,0,1,0,4,2022,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,145082
10,0,1,0,0,0,12,2022,3,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,119012
1,0,0,0,0,1,3,2020,3,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,125342
6,1,0,0,1,0,2,2025,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,69606
12,1,1,1,0,1,1,2021,2,6,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113103
12,1,1,0,1,0,7,2026,2,5,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,115810
6,1,0,1,0,0,4,2025,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,88433
11,1,1,0,1,1,1,2024,2,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127507
5,0,0,0,0,0,8,2024,3,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,45268
11,0,1,0,1,0,10,2024,2,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65932
2,0,0,0,0,0,5,2020,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,75658
1,0,0,0,1,0,11,2021,3,9,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,87008
11,1,0,0,1,0,3,2026,3,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,112953
2,0,1,1,1,0,4,2025,3,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,127423
2,1,0,1,1,0,4,2023,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,165228
2,0,1,0,1,1,6,2022,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,132292
7,1,1,1,0,1,5,2026,1,6,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,118429
2,1,0,0,1,0,9,2025,3,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,134371
7,1,1,0,0,0,10,2020,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,136800
3,1,0,0,0,0,3,2021,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,110872
5,0,1,0,1,0,2,2026,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89037
2,1,1,0,1,0,3,2022,1,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,129060
14,0,1,1,1,0,1,2025,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,78672
4,0,1,1,0,0,6,2025,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106071
11,1,0,0,0,1,12,2022,3,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,87287
9,0,0,0,1,0,6,2022,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,149012
14,1,0,1,1,1,10,2024,3,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,94471
13,1,1,0,1,1,4,2024,2,4,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,100367
1,0,1,0,1,1,8,2022,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,95015
9,1,0,1,1,0,11,2021,3,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,146405
9,0,0,0,0,1,1,2024,3,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,83436
12,0,0,1,0,1,7,2026,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,137881
14,1,0,1,0,1,10,2024,2,2,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,125355
1,0,1,1,0,1,9,2024,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,116182
5,1,1,0,1,1,1,2026,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,189365
7,1,1,0,1,1,9,2026,1,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,101657
5,1,0,1,0,1,9,2021,3,7,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102390
6,0,0,1,1,1,10,2024,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,116070
8,0,1,0,0,1,2,2021,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,131872
12,0,0,0,0,0,5,2022,3,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,71108
1,1,0,1,0,0,9,2025,1,4,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,132335
